# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 1000, "resolution": [16, 16, 16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-11-7", "time": "16:27:2.126", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["EMG", "EMG", "EMG", "EMG", "EMG", "EMG"], "label": ["CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["unknown", "dark_blue", "gray", "orange", "dark_blue", "dark_blue"]}}
# EndOfHeader
0	0	32759	32503	32742	31839	35981	33435	
1	0	32707	32198	32966	30979	34191	33183	
2	0	32749	32516	32839	32263	28156	34895	
3	0	32724	32771	32839	31495	25447	33227	
4	0	32730	32863	32903	32255	24281	32500	
5	0	32700	32943	32819	31930	27973	31719	
6	0	32764	33443	32790	32603	31943	30983	
7	0	32828	33854	32807	33071	29827	30863	
8	0	32862	33477	32743	33883	32431	29689	
9	0	32855	33153	32611	35031	36199	30975	
10	0	32846	32547	32631	34111	34478	31439	
11	0	32814	32079	32870	31943	35255	31706	
12	0	32906	32470	32939	32391	34199	33965	
13	0	32854	32532	32863	33279	32755	34479	
14	0	32760	33039	32727	34547	34926	34181	
15	0	32778	33015	32691	33431	37247	33775	
16	0	32948	33247	32895	34188	33521	33607	
17	0	32911	33059	32751	35003	32637	33623	
18	0	32817	33023	32698	34742	29340	33415	
19	0	32811	32736	32678	32007	28295	32965	
20	0	32700	32447	32799	30671	29655	33396	
21	0	32815	32391	32815	30522	34407	33031	
22	0	32893	32494	32804	31161	30454	34886	
23	0	32839	32694	32715	30865	30123	33087	
24	0	32792	32799	32850	29963	35405	32323	
25	0	32839	32811	33020	29777	38343	31829	
26	0	32871	33131	32991	31059	39287	31199	
27	0	32839	33341	32695	33214	36953	31038	
28	0	32862	32975	32623	35111	35374	30247	
29	0	32797	32590	32557	34786	28251	31175	
30	0	32868	32483	32599	34125	29807	31518	
31	0	32855	32052	32834	32926	26495	32079	
32	0	32810	31930	32927	33203	30207	34163	
33	0	32780	31939	32687	33807	32623	34549	
34	0	32787	32159	32799	34101	34183	33959	
35	0	32831	31959	32903	33557	32183	33756	
36	0	32828	32871	32739	33135	33031	33433	
37	0	32807	33343	32783	32327	34758	33467	
38	0	32887	34019	32836	31279	34375	33399	
39	0	32814	33271	32967	30780	32369	32755	
40	0	32775	33479	32759	32519	35559	33148	
41	0	32749	32975	32615	31927	32651	32983	
42	0	32775	32494	32719	32231	32263	34635	
43	0	32749	33127	32890	33359	32995	32711	
44	0	32723	33245	32711	34298	32583	32218	
45	0	32783	33557	32805	36871	31427	31743	
46	0	32775	32899	32683	36991	31111	31279	
47	0	32805	32123	32687	34563	33939	31215	
48	0	32828	32199	32998	32283	35207	30269	
49	0	32823	31805	32947	30914	35014	31731	
50	0	32813	31893	32678	30891	33791	32283	
51	0	32831	31789	32747	30999	30359	32067	
52	0	32834	31413	32859	30046	31956	33986	
53	0	32870	31323	32703	29899	34503	34549	
54	0	32838	32207	32900	30869	33562	33787	
55	0	32852	32999	33015	30819	35791	33519	
56	0	32830	32673	33013	31239	31271	33187	
57	0	32815	32903	32821	33403	30631	33303	
58	0	32807	33379	32903	34428	34011	33465	
59	0	32830	33111	32850	33927	36039	32957	
60	0	32788	33127	32693	34711	32599	32767	
61	0	32738	33211	32773	33005	35044	33179	
62	0	32796	33447	32783	34310	31650	34383	
63	0	32827	33791	32601	34334	24085	32673	
64	0	32791	34037	32823	33759	24623	32207	
65	0	32751	33242	32655	33440	28715	31883	
66	0	32711	32599	32711	32293	29735	31365	
67	0	32807	32031	32871	30663	34181	31523	
68	0	32767	32140	32916	30380	33767	30895	
69	0	32870	31485	32939	31151	32571	31645	
70	0	32843	31269	32619	32371	33401	31915	
71	0	32836	31965	32956	34541	32135	32511	
72	0	32842	33733	32788	37066	36172	34251	
73	0	32827	35591	32903	37949	36487	34310	
74	0	32828	34762	32893	34635	36757	33703	
75	0	32787	33171	32607	31143	36519	33395	
76	0	32831	32462	32581	30753	34741	33223	
77	0	32824	32055	32671	30969	31751	33063	
78	0	32828	31563	32674	30821	30471	33087	
79	0	32823	31348	32843	31211	27634	32764	
80	0	32911	31779	32662	31439	31871	33127	
81	0	32847	31783	32897	31700	33645	33119	
82	0	32906	32435	32923	33085	32959	34231	
83	0	32804	33143	32831	33799	32899	32631	
84	0	32812	33991	33028	33891	33175	32239	
85	0	32807	33399	32875	33607	33255	32079	
86	0	32767	33095	32663	33895	33373	31429	
87	0	32791	33123	32647	32879	33343	31530	
88	0	32857	32839	32903	31731	33247	30507	
89	0	32860	32499	33045	30079	32807	31957	
90	0	32831	32431	33051	30127	32684	32563	
91	0	32855	32822	32847	30767	32559	32251	
92	0	32809	32686	32863	31835	32878	34139	
93	0	32851	32711	32871	32171	33047	34243	
94	0	32767	33287	32699	33015	32623	33447	
95	0	32839	33438	32711	35407	32731	33231	
96	0	32775	33175	32871	35299	32693	33149	
97	0	32748	32923	32751	34591	33021	33183	
98	0	32852	32596	32467	34582	33151	33046	
99	0	32729	31861	32675	33307	32903	32807	
100	0	32785	31663	32739	31807	32879	32943	
101	0	32691	31935	32745	31187	32039	32829	
102	0	32734	32391	32795	31877	32031	34403	
103	0	32860	32519	32911	33247	32981	32647	
104	0	32791	32883	32711	33915	32614	32235	
105	0	32863	33095	32852	34733	31927	31947	
106	0	32807	33495	32983	34167	32519	31646	
107	0	32831	33503	32807	33191	33020	31687	
108	0	32839	33415	33023	32927	32798	31125	
109	0	32859	32645	32983	32799	32742	31739	
110	0	32839	32263	32748	32284	33321	32035	
111	0	32774	31605	32844	31797	33588	32483	
112	0	32827	31395	32647	31763	32255	33767	
113	0	32729	31767	32679	31575	30727	34203	
114	0	32713	32051	32827	31366	32375	33587	
115	0	32757	32547	32743	31509	33567	33383	
116	0	32717	32823	32975	31811	33050	33261	
117	0	32796	33183	32759	32511	33015	33086	
118	0	32957	33125	32725	32839	32020	32983	
119	0	32942	33631	32919	32437	31119	32687	
