# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 1000, "resolution": [16, 16, 16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-11-7", "time": "15:57:18.508", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["EMG", "EMG", "EMG", "EMG", "EMG", "EMG"], "label": ["CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["unknown", "dark_blue", "gray", "orange", "dark_blue", "dark_blue"]}}
# EndOfHeader
0	0	32773	33583	32805	32828	33630	30373	
1	0	32887	33711	32749	32742	33575	29403	
2	0	32835	33511	32885	32847	33323	28147	
3	0	32807	33343	32957	32838	32742	30375	
4	0	32789	33149	32839	32815	30850	30087	
5	0	32753	32938	32839	32903	33351	30797	
6	0	32679	32917	32891	32871	33685	34655	
7	0	32685	32511	32767	32795	32579	34849	
8	0	32788	32027	32639	33007	33109	34355	
9	0	33012	32599	32751	32847	31687	34190	
10	0	32935	32499	32947	32820	31271	33983	
11	0	32794	32071	32871	32698	32231	34199	
12	0	32751	32167	32867	32591	32611	34063	
13	0	32684	32359	32586	32415	33143	33407	
14	0	32853	32541	32631	32583	33315	33211	
15	0	32991	32671	32845	32675	33085	34535	
16	0	32831	32739	32799	32495	32895	35327	
17	0	32876	32871	32887	32550	32639	33339	
18	0	32982	33071	32863	32711	32861	32963	
19	0	32837	33117	32731	32747	33159	31439	
20	0	32709	32751	32931	32838	32831	30523	
21	0	32791	32951	32991	32903	32459	29647	
22	0	32746	33239	33063	32811	32671	28881	
23	0	32654	33333	32647	32817	31959	30263	
24	0	32737	33302	32711	32975	34275	30247	
25	0	32751	32903	32695	32851	33231	31407	
26	0	32860	32599	32795	32685	31475	34404	
27	0	32913	32431	32839	32775	32086	34627	
28	0	33054	32235	32870	32866	31311	34311	
29	0	32902	32319	32695	32789	33815	34223	
30	0	32899	32407	32571	32807	33799	33997	
31	0	32879	32179	32691	32815	32959	34479	
32	0	32675	32335	32799	32627	31895	33687	
33	0	32577	32455	32595	32751	32719	33379	
34	0	32662	32479	32529	32791	32591	33627	
35	0	32783	32431	32527	32687	32695	34502	
36	0	32903	32635	32587	32543	32823	35375	
37	0	32815	32799	32647	32671	32615	33397	
38	0	32980	32927	32975	32747	32775	32991	
39	0	32834	32895	32847	32559	32719	31343	
40	0	32788	32955	32739	32621	32699	30559	
41	0	32799	33397	32827	32847	32803	29845	
42	0	32838	33567	32949	32823	32771	28635	
43	0	32959	33199	33167	32803	32695	30342	
44	0	32775	32839	33071	32855	32773	30575	
45	0	32651	32635	33055	32724	32735	31059	
46	0	32463	32171	33118	32861	32639	34503	
47	0	32539	32191	33169	32899	32663	34723	
48	0	32587	32263	32981	32723	32631	34311	
49	0	32577	32335	33010	32759	32815	34127	
50	0	32930	32575	32919	32871	32771	33859	
51	0	33092	32949	32863	32867	32675	34311	
52	0	33077	32759	32987	32791	32679	33797	
53	0	33021	32611	32839	32698	32711	33407	
54	0	32775	32495	32645	32654	32775	33083	
55	0	32722	32637	32655	32581	32699	34503	
56	0	32865	32805	32807	32679	32831	35407	
57	0	32772	32947	32639	32691	32931	33407	
58	0	32716	32883	32571	32811	32751	32965	
59	0	32765	33367	32885	33125	32647	31447	
60	0	32759	33127	32847	33021	32630	30531	
61	0	32609	33039	32839	32892	32663	29591	
62	0	32526	33135	32627	33021	32743	29191	
63	0	32763	33359	32711	32875	32667	30575	
64	0	32935	32894	32719	32727	32839	29931	
65	0	33037	32595	32783	32733	32629	31362	
66	0	32903	32406	32471	32667	32755	34635	
67	0	32956	32309	32411	32504	32799	34703	
68	0	33024	32021	32543	32341	32859	34341	
69	0	32915	32093	32695	32399	32687	34175	
70	0	32967	32387	32731	32583	32895	34071	
71	0	32940	32451	32749	32651	32811	34223	
72	0	32790	32501	32791	32677	32775	33819	
73	0	32586	32683	32795	32796	32695	33119	
74	0	32529	32799	32855	32839	32619	33331	
75	0	32692	32868	32987	32879	32791	34213	
76	0	32647	33022	33119	32943	32699	35645	
77	0	32619	33147	33227	32879	32591	33365	
78	0	33149	33071	32999	32719	32575	33850	
79	0	33073	33191	32734	32831	32827	31231	
80	0	32929	33118	32839	32847	32803	30247	
81	0	32855	32987	32869	32823	32835	29541	
82	0	32871	32711	32871	32815	32679	28564	
83	0	32871	32711	32887	32827	32639	30137	
84	0	32621	32687	32924	32879	32722	30843	
85	0	32628	32591	32815	32861	32623	31310	
86	0	32649	32583	32546	32663	32868	36231	
87	0	32750	32661	32642	32671	32899	37148	
88	0	32724	32636	32647	32655	32765	35879	
89	0	32811	32615	32639	32835	32799	34871	
90	0	32785	33007	32699	32731	32695	34303	
91	0	32768	32839	32703	32591	32803	34162	
92	0	32866	32711	32755	32603	32702	33397	
93	0	32894	32759	32787	32703	32711	32519	
94	0	32999	32679	32645	32708	32773	32279	
95	0	32991	32691	32663	32723	32815	33916	
96	0	33123	32687	32855	32815	32743	34151	
97	0	32855	32635	32855	32839	32669	33087	
98	0	32663	32687	32855	32815	32756	30663	
99	0	32772	32635	32875	32759	32719	29255	
