# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 2000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-9-20", "time": "15:25:6.903", "channels": [1], "sensor": ["EMG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["gray"]}}
# EndOfHeader
0	0	33008	
1	0	32984	
2	0	33036	
3	0	32980	
4	0	32972	
5	0	32940	
6	0	32992	
7	0	32972	
8	0	34618	
9	0	33362	
10	0	32668	
11	0	32556	
12	0	32608	
13	0	32676	
14	0	32708	
15	0	32714	
16	0	32757	
17	0	32808	
18	0	32806	
19	0	32812	
20	0	32810	
21	0	35708	
22	0	33364	
23	0	32263	
24	0	32180	
25	0	32368	
26	0	32416	
27	0	32488	
28	0	33396	
29	0	35884	
30	0	33888	
31	0	31728	
32	0	31572	
33	0	31824	
34	0	31992	
35	0	32192	
36	0	32292	
37	0	32444	
38	0	32496	
39	0	32576	
40	0	32700	
41	0	32705	
42	0	32768	
43	0	32796	
44	0	32808	
45	0	32826	
46	0	32852	
47	0	32900	
48	0	34576	
49	0	36780	
50	0	33420	
51	0	31648	
52	0	31642	
53	0	31856	
54	0	32064	
55	0	32152	
56	0	32340	
57	0	32404	
58	0	32544	
59	0	32604	
60	0	32712	
61	0	32724	
62	0	32786	
63	0	32780	
64	0	32844	
65	0	32832	
66	0	32842	
67	0	32864	
68	0	34056	
69	0	33172	
70	0	32888	
71	0	36164	
72	0	36468	
73	0	33448	
74	0	31032	
75	0	30916	
76	0	31204	
